姓	名	小时工资	工作小时	工作职场	头衔	入职时间
华	强	32.9	24	深圳南山	UI设计	2008/06/16
竺	楠	57.73	45	浦东陆家嘴	DBA	2017/01/17
牛	吉祥	17.53	38	浦东陆家嘴	前端开发	2000/03/07
江	东	34.26	38	深圳南山	UI设计	2010/12/07
许	茵	31.63	23	南京雨花台	DBA	2010/02/12
刘	欣	27.28	47	海淀五道口	后台开发	2012/02/27
袁	朝晖	1.79	31	海淀五道口	后台开发	2011/06/25
华	晨	27.98	46	深圳南山	系统管理	2002/02/13
白	娟	47.49	39	海淀五道口	前端开发	2004/05/24
孙	鑫	6.6	25	深圳南山	存储管理	2004/05/14
唐	吉祥	12.47	35	浦东陆家嘴	UI设计	2022/11/28
高	倩	37.7	42	南京雨花台	UI设计	2022/11/12
夏	勇	34.48	22	南京雨花台	前端开发	2000/12/27
邹	相龙	8.63	32	南京雨花台	系统管理	2009/09/26
吴	建刚	28.49	27	浦东陆家嘴	DBA	2020/09/21
竺	海峰	25.47	31	南京雨花台	UI设计	2010/04/17
曹	朝晖	0.97	44	深圳南山	云平台管理	2012/04/27
柳	强	8.8	37	浦东陆家嘴	DBA	2000/06/13
曹	欢	15.57	39	南京雨花台	DBA	2017/07/08
冯	正	49.1	23	深圳南山	DBA	2014/05/22
柳	雷	14.79	39	南京雨花台	系统管理	2009/05/27
林	茉莉	59.99	23	浦东陆家嘴	存储管理	2015/01/14
顾	华健	1.33	20	南京雨花台	系统管理	2013/03/17
江	丹丹	30.88	44	南京雨花台	存储管理	2012/12/01
叶	倩	10.52	23	南京雨花台	云平台管理	1998/02/26
陆	娟	45.42	39	浦东陆家嘴	前端开发	2003/02/02
柳	海峰	43.36	37	南京雨花台	前端开发	2014/06/17
祝	旭	20.75	28	浦东陆家嘴	后台开发	1998/05/16
涂	一涵	36.14	44	南京雨花台	系统管理	2011/07/15
张	丹丹	34.96	33	浦东陆家嘴	系统管理	2001/12/18
石	晨	43.81	20	深圳南山	产品经理	2002/11/19
薛	明	30.31	42	浦东陆家嘴	前端开发	2010/03/14
廖	炜	50.11	50	浦东张江	云平台管理	2005/05/25
冯	阳	37.28	21	深圳南山	DBA	2016/12/18
岳	波	45.13	48	深圳南山	DBA	2020/02/26
朱	宇进	19.6	20	浦东张江	DBA	2013/03/16
刘	吉祥	45.3	48	浦东张江	存储管理	2011/12/09
蒋	鑫	18.56	31	浦东陆家嘴	前端开发	2004/04/09
邹	波	21.74	42	浦东张江	前端开发	2008/09/12
王	彪	56.95	44	海淀五道口	UI设计	2002/02/22
彭	华世	43.3	45	海淀五道口	云平台管理	2020/02/27
卢	为民	7.69	25	南京雨花台	云平台管理	2022/06/18
许	聪	20.38	35	浦东张江	DBA	2002/02/28
谢	松涛	18.77	36	南京雨花台	系统管理	2016/09/27
朱	海波	9.47	21	浦东张江	云平台管理	2005/04/13
邹	旭东	8.56	43	浦东张江	云平台管理	2019/07/18
杨	楠	53.6	44	深圳南山	前端开发	2005/03/19
王	吉祥	18.33	38	浦东张江	DBA	2018/06/16
江	相龙	39.98	35	海淀五道口	后台开发	2017/10/28
徐	聪	46.74	39	浦东张江	后台开发	2022/06/26
赵	健	40.88	20	浦东张江	前端开发	2009/02/02
曹	旭	27.46	25	海淀五道口	后台开发	2006/10/03
马	丽	60.85	45	海淀五道口	UI设计	2003/07/05
杨	新力	44.94	21	浦东张江	后台开发	2020/03/14
曾	丽亚	8.42	44	浦东陆家嘴	存储管理	2019/06/01
华	勇	53.2	48	浦东张江	产品经理	2012/06/22
周	波	5.16	32	深圳南山	云平台管理	2015/12/06
彭	磊	1.43	36	浦东张江	云平台管理	2001/06/19
何	磊	29.4	38	海淀五道口	存储管理	2014/04/05
严	雷	31.55	24	海淀五道口	DBA	2000/12/04
孔	波	1.23	38	浦东陆家嘴	UI设计	2004/04/25
薛	琦	9.51	20	南京雨花台	系统管理	2018/04/23
岳	薇亚	60.47	35	浦东陆家嘴	存储管理	2003/02/23
孙	明	50.41	47	海淀五道口	产品经理	2009/09/05
姜	楠	18.3	37	南京雨花台	DBA	2000/04/01
林	相龙	13.97	31	浦东陆家嘴	DBA	2011/02/03
朱	相龙	10.83	31	南京雨花台	系统管理	2019/11/22
牛	聪	26.41	30	深圳南山	DBA	2021/11/07
白	勇	41.0	39	南京雨花台	后台开发	2010/10/10
柳	欣	56.7	26	浦东陆家嘴	后台开发	2001/11/02
彭	阳	29.55	43	南京雨花台	前端开发	1998/11/18
牛	昕	43.35	45	深圳南山	前端开发	2018/10/13
林	子轩	46.89	33	浦东张江	系统管理	2000/07/22
杨	捷	27.15	46	海淀五道口	云平台管理	1998/01/18
边	倩	50.33	31	海淀五道口	存储管理	2015/03/22
孔	新力	10.48	43	浦东张江	前端开发	2000/11/04
陈	丹丹	34.73	43	浦东陆家嘴	系统管理	2001/11/11
陆	健林	33.32	47	深圳南山	存储管理	2002/12/03
廖	吉祥	58.7	50	海淀五道口	后台开发	2004/11/10
边	丽亚	0.42	31	海淀五道口	后台开发	2007/10/24
江	思聪	51.63	37	深圳南山	云平台管理	2008/06/14
岳	炜	33.74	31	浦东陆家嘴	UI设计	2021/06/27
唐	腾	27.43	35	海淀五道口	后台开发	2018/04/13
廖	华健	46.92	34	深圳南山	后台开发	2022/03/03
薛	昕	6.3	32	浦东张江	云平台管理	2005/12/08
钱	聪	51.3	50	海淀五道口	UI设计	1998/05/17
张	琦	27.63	31	南京雨花台	前端开发	2009/12/15
赵	楠	5.64	28	深圳南山	UI设计	2000/06/17
姜	建刚	32.2	39	深圳南山	系统管理	1998/04/08
卢	明	13.88	38	浦东陆家嘴	后台开发	2021/06/02
袁	一涵	50.42	40	深圳南山	前端开发	2015/06/06
许	强	35.27	46	浦东陆家嘴	产品经理	2019/02/01
朱	丽	19.34	47	深圳南山	存储管理	2020/07/03
马	伟敏	47.92	50	海淀五道口	前端开发	2019/12/17
何	正	14.15	45	浦东陆家嘴	系统管理	2014/03/26
何	相龙	31.41	21	浦东张江	UI设计	1998/07/25
夏	子轩	14.63	32	南京雨花台	系统管理	2021/11/10
魏	鑫	14.91	40	深圳南山	系统管理	2014/02/19
舒	明	32.46	44	深圳南山	DBA	2009/05/28
杨	朝晖	13.32	41	海淀五道口	存储管理	2004/08/14
牛	健	22.61	44	浦东陆家嘴	产品经理	2007/05/09
黄	娟	11.7	40	浦东张江	系统管理	2001/07/28
陆	欣	19.9	47	浦东张江	云平台管理	2014/02/03
杨	炜	5.4	29	南京雨花台	DBA	2022/06/13
江	心愿	40.97	46	海淀五道口	产品经理	2017/07/28
夏	建	3.56	39	海淀五道口	前端开发	2019/07/22
孔	欣	14.39	41	南京雨花台	DBA	2006/03/08
王	茹云	10.75	24	海淀五道口	系统管理	2016/03/02
蒋	子轩	57.23	43	海淀五道口	存储管理	2015/02/16
赵	朝晖	27.3	31	浦东陆家嘴	云平台管理	2021/10/06
冯	丽亚	33.47	50	南京雨花台	前端开发	2007/05/02
吴	茵	14.19	30	深圳南山	前端开发	2020/11/21
谢	一涵	21.93	30	浦东张江	系统管理	2014/03/06
竺	丹丹	38.67	21	南京雨花台	DBA	2005/10/01
顾	东	52.7	38	深圳南山	UI设计	2004/01/15
夏	伟敏	49.75	26	海淀五道口	产品经理	2003/06/05
彭	丽	17.64	42	南京雨花台	系统管理	2012/05/15
涂	美雅	4.21	38	南京雨花台	云平台管理	2001/12/25
卢	茹云	5.54	29	海淀五道口	前端开发	2013/10/20
唐	美雅	0.0	34	浦东陆家嘴	UI设计	2003/08/08
祝	雷	11.12	26	海淀五道口	UI设计	2021/04/21
曾	建	48.21	41	海淀五道口	系统管理	2011/11/18
祝	东	16.1	20	南京雨花台	系统管理	2000/08/12
肖	华世	28.34	34	深圳南山	UI设计	2022/09/04
王	楠	48.7	37	浦东陆家嘴	产品经理	2011/01/19
严	楠	60.77	30	浦东张江	存储管理	2008/01/04
高	腾	23.76	34	南京雨花台	前端开发	2004/03/28
杜	聪	12.74	22	海淀五道口	产品经理	2002/12/22
齐	健林	58.62	29	浦东张江	系统管理	2004/09/11
姜	飞	32.68	28	深圳南山	系统管理	2017/10/12
李	勇	36.67	26	浦东张江	产品经理	2004/09/24
吴	爱国	25.83	38	南京雨花台	云平台管理	2009/02/10
石	薇亚	55.11	27	浦东陆家嘴	UI设计	2005/04/11
严	磊	14.63	21	海淀五道口	后台开发	2000/11/28
马	腾	24.91	31	海淀五道口	云平台管理	2006/02/27
华	茹云	24.13	27	海淀五道口	云平台管理	2001/11/28
岳	飞	26.22	46	浦东陆家嘴	前端开发	2004/09/21
刘	思聪	20.67	41	深圳南山	云平台管理	2020/11/14
袁	国贤	40.45	21	浦东张江	存储管理	2020/09/21
杨	茵	45.3	48	深圳南山	存储管理	2016/10/06
魏	刚	5.77	47	浦东陆家嘴	前端开发	2002/09/14
林	宇进	32.4	39	浦东陆家嘴	存储管理	1998/06/12
岳	倩	24.96	35	深圳南山	云平台管理	2001/10/08
何	炜	59.57	38	南京雨花台	产品经理	2021/10/24
杜	茉莉	35.8	49	浦东张江	云平台管理	2017/02/06
许	东	59.42	37	深圳南山	前端开发	2008/07/05
孙	彪	54.38	50	南京雨花台	云平台管理	2009/01/02
曾	聪	27.56	35	浦东张江	后台开发	2006/05/18
杨	波	15.8	35	浦东陆家嘴	存储管理	2014/05/05
刘	欢	54.37	23	浦东陆家嘴	UI设计	2014/08/24
顾	琴	60.39	38	浦东陆家嘴	后台开发	2002/10/16
舒	为民	2.94	28	浦东陆家嘴	云平台管理	2019/12/12
夏	海波	25.41	27	深圳南山	存储管理	2015/07/07
石	新海	23.3	49	浦东陆家嘴	前端开发	2006/05/04
姜	宇进	26.15	21	浦东张江	云平台管理	2008/04/10
陆	一涵	35.56	38	南京雨花台	存储管理	2005/04/04
赵	思华	54.55	46	南京雨花台	UI设计	2018/12/22
陈	思聪	40.76	28	南京雨花台	产品经理	2006/10/16
朱	华世	35.45	50	南京雨花台	DBA	2020/09/25
高	健林	43.26	37	海淀五道口	DBA	2001/06/20
戴	欢	59.48	24	海淀五道口	存储管理	2008/09/07
卢	松涛	55.52	35	深圳南山	DBA	2001/06/02
冯	薇亚	7.26	23	南京雨花台	产品经理	2013/04/18
叶	文杰	24.44	34	浦东陆家嘴	云平台管理	2008/07/27
张	美雅	34.7	37	海淀五道口	DBA	2013/03/17
廖	腾	54.74	26	深圳南山	产品经理	2018/09/08
赵	松涛	3.57	27	南京雨花台	UI设计	1998/09/14
李	波	22.31	34	浦东张江	存储管理	2022/10/08
夏	阳	3.59	20	深圳南山	DBA	1999/06/07
白	鑫	19.86	36	海淀五道口	系统管理	2011/08/05
牛	相龙	47.34	25	浦东陆家嘴	前端开发	2014/07/09
齐	捷	22.92	48	浦东张江	UI设计	2007/01/24
姜	旭	40.32	45	海淀五道口	DBA	2005/01/11
肖	建刚	2.44	39	深圳南山	DBA	2001/11/17
郑	华健	37.45	29	南京雨花台	前端开发	2018/12/24
李	海波	10.84	25	海淀五道口	存储管理	2015/05/17
冯	吉祥	1.17	20	深圳南山	云平台管理	2019/09/25
曾	华世	12.91	45	海淀五道口	云平台管理	2005/03/25
张	文杰	40.46	32	浦东陆家嘴	云平台管理	2009/01/10
王	海波	42.69	46	南京雨花台	系统管理	2001/07/06
袁	爱国	1.92	28	浦东张江	UI设计	2018/05/15
赵	琴	43.3	20	浦东陆家嘴	UI设计	2021/04/25
白	海峰	50.49	50	深圳南山	系统管理	2021/09/16
徐	新力	32.47	37	海淀五道口	云平台管理	2009/11/22
郑	楠	54.28	25	浦东张江	产品经理	2012/01/21
姜	国贤	32.46	37	浦东陆家嘴	DBA	2020/02/12
何	勇	29.28	20	南京雨花台	存储管理	2008/02/09
齐	薇亚	7.46	32	海淀五道口	系统管理	2019/04/21
齐	海峰	53.82	29	浦东陆家嘴	前端开发	1999/08/06
刘	茹云	48.1	41	浦东张江	DBA	2022/03/17
袁	正	13.45	35	深圳南山	UI设计	2020/09/23
杜	华世	39.54	28	海淀五道口	前端开发	2005/09/10
石	子轩	41.55	31	浦东张江	后台开发	2007/05/18
彭	聪	29.22	24	浦东张江	产品经理	2012/01/02
柳	松涛	50.59	21	浦东陆家嘴	后台开发	2021/02/09
钱	宁	47.47	26	南京雨花台	系统管理	2016/08/25
郑	旭	18.8	38	浦东陆家嘴	产品经理	2012/07/05
马	勇	52.56	50	浦东陆家嘴	系统管理	2011/05/26
牛	雷	18.39	36	南京雨花台	UI设计	2007/11/28
赵	旭	33.47	46	南京雨花台	存储管理	2000/05/03
姜	明	7.58	33	深圳南山	DBA	2002/07/14
袁	晨	3.45	28	海淀五道口	DBA	2022/03/16
魏	伟敏	9.4	47	浦东张江	系统管理	2014/04/01
祝	楠	51.15	39	南京雨花台	DBA	2007/02/14
高	旭东	53.51	40	深圳南山	后台开发	2021/04/20
曾	捷	44.23	25	浦东陆家嘴	存储管理	2004/09/20
徐	海峰	35.82	20	海淀五道口	产品经理	2020/10/24
谢	雷	15.1	49	深圳南山	产品经理	2000/02/25
张	朝晖	49.18	47	浦东张江	产品经理	2004/01/11
白	海波	9.18	38	深圳南山	存储管理	2010/06/02
顾	聪	35.0	40	南京雨花台	后台开发	2006/05/24
朱	磊	44.3	41	浦东陆家嘴	产品经理	2006/09/13
林	波	39.81	22	海淀五道口	UI设计	2022/06/23
竺	吉祥	22.6	44	深圳南山	后台开发	2012/02/16
曹	波	47.86	45	浦东陆家嘴	云平台管理	1998/12/17
戴	东	19.46	38	南京雨花台	云平台管理	2020/10/12
严	腾	35.38	24	深圳南山	前端开发	2018/02/04
舒	华健	55.36	39	海淀五道口	后台开发	2016/01/19
杜	琴	14.82	35	浦东陆家嘴	系统管理	2013/02/13
边	明	7.62	49	浦东陆家嘴	UI设计	2003/11/06
周	鑫	26.83	31	深圳南山	存储管理	2017/05/03
江	吉祥	55.93	20	浦东张江	系统管理	1998/02/13
高	波	3.28	21	深圳南山	DBA	2008/11/15
白	旭东	23.55	48	浦东张江	系统管理	2001/05/04
郭	欢	22.5	41	深圳南山	前端开发	2009/10/04
高	宁	53.28	25	浦东张江	后台开发	2013/04/02
何	吉祥	54.59	33	海淀五道口	前端开发	2016/08/27
竺	文杰	52.82	24	南京雨花台	系统管理	2005/05/15
张	琴	4.35	32	浦东张江	云平台管理	2019/05/15
牛	琦	55.81	33	海淀五道口	DBA	2013/08/23
邹	磊	57.64	21	海淀五道口	前端开发	2002/10/06
夏	炜	9.21	49	浦东陆家嘴	UI设计	2015/03/10
谢	正	23.0	43	浦东陆家嘴	DBA	1998/09/12
魏	文杰	46.23	37	浦东陆家嘴	系统管理	2015/01/02
边	心愿	34.91	26	深圳南山	后台开发	2016/07/26
杨	健林	14.0	50	浦东陆家嘴	存储管理	1998/01/20
陈	子轩	38.85	35	浦东陆家嘴	UI设计	2016/03/26
牛	宇进	46.37	23	深圳南山	DBA	2004/08/27
戴	思聪	28.8	37	深圳南山	产品经理	2000/05/14
彭	琦	28.34	25	浦东陆家嘴	前端开发	2021/02/06
黄	子轩	21.14	36	浦东陆家嘴	存储管理	2008/01/20
刘	娟	35.34	44	南京雨花台	存储管理	2002/02/15
岳	茉莉	15.85	44	浦东张江	产品经理	2002/12/15
杜	新海	19.79	46	深圳南山	存储管理	2012/08/10
高	欢	6.9	22	深圳南山	前端开发	2001/03/07
郭	海峰	15.42	49	浦东陆家嘴	后台开发	2008/04/19
舒	琦	22.82	47	深圳南山	DBA	2021/04/27
曾	娟	9.54	20	南京雨花台	UI设计	1999/08/21
严	海波	60.87	24	浦东张江	云平台管理	2012/10/28
张	明	23.7	40	海淀五道口	存储管理	2004/03/28
石	聪	58.15	38	南京雨花台	后台开发	2010/06/21
柳	明	57.96	23	浦东张江	后台开发	1998/07/06
汤	建	17.45	50	南京雨花台	后台开发	2013/07/15
薛	新海	15.17	44	深圳南山	前端开发	1999/05/11
许	健	25.31	42	浦东张江	后台开发	2003/11/03
戴	美雅	24.99	27	南京雨花台	存储管理	2004/01/03
邹	一涵	47.11	22	深圳南山	DBA	2004/03/21
魏	海峰	60.47	42	浦东张江	DBA	2011/09/28
钱	飞	33.32	40	海淀五道口	后台开发	2007/08/13
林	华世	48.18	32	南京雨花台	前端开发	2001/03/02
魏	阳	27.44	36	浦东张江	系统管理	2002/02/20
涂	倩	47.96	24	浦东张江	后台开发	2022/07/21
唐	阳	41.73	30	浦东陆家嘴	云平台管理	2017/11/06
柳	腾	57.25	34	浦东陆家嘴	存储管理	2019/11/25
顾	朝晖	43.25	45	浦东张江	产品经理	2017/12/02
鲁	刚	16.17	43	浦东张江	云平台管理	2011/01/01
高	楠	58.68	23	南京雨花台	DBA	2005/01/25
李	宇进	44.78	32	南京雨花台	前端开发	2016/01/01
杨	薇亚	58.96	37	海淀五道口	UI设计	2007/06/19
刘	雷	60.33	30	南京雨花台	系统管理	2019/06/13
高	心愿	37.17	36	南京雨花台	DBA	2002/01/15
汤	强	30.97	48	浦东陆家嘴	后台开发	2002/04/13
竺	炜	6.23	36	浦东陆家嘴	UI设计	2007/08/04
肖	建	32.62	41	深圳南山	UI设计	2004/12/16
张	吉祥	41.18	36	海淀五道口	系统管理	2006/08/06
王	心愿	21.8	29	深圳南山	后台开发	2016/07/11
白	倩	35.7	33	海淀五道口	前端开发	1999/09/02
边	欣	4.85	47	浦东陆家嘴	UI设计	2018/10/23
林	华健	33.19	39	海淀五道口	存储管理	2020/09/23
陆	思聪	7.9	46	深圳南山	存储管理	1998/11/13
孙	飞	37.93	44	南京雨花台	系统管理	1999/03/28
卢	倩	48.7	28	南京雨花台	云平台管理	2011/07/20
鲁	明	16.79	45	海淀五道口	DBA	2009/05/20
陈	海波	48.31	47	浦东陆家嘴	UI设计	2015/07/22
柳	磊	28.6	20	浦东陆家嘴	系统管理	1998/12/22
袁	思聪	30.71	27	海淀五道口	后台开发	2020/12/19
曾	健	7.98	44	深圳南山	前端开发	1999/07/22
高	子轩	38.32	33	南京雨花台	云平台管理	2019/01/14
曹	娟	3.93	31	浦东陆家嘴	存储管理	2004/08/11
鲁	吉祥	49.74	47	深圳南山	系统管理	2018/10/22
许	雷	38.46	30	南京雨花台	后台开发	1998/11/15
孔	思华	20.13	44	浦东陆家嘴	产品经理	2022/09/03
齐	勇	18.61	44	深圳南山	前端开发	2001/09/23
钱	东	59.12	32	浦东张江	后台开发	2013/02/14
祝	思聪	18.75	47	海淀五道口	后台开发	2004/06/06
顾	勇	16.34	44	海淀五道口	DBA	2012/07/10
顾	心愿	49.41	33	深圳南山	云平台管理	2022/02/26
曾	丹丹	54.12	49	浦东陆家嘴	UI设计	2014/01/04
钱	松涛	52.14	35	深圳南山	DBA	2020/03/28
曾	雷	14.83	26	浦东陆家嘴	云平台管理	2019/10/15
郭	建刚	41.1	33	南京雨花台	云平台管理	2006/12/25
朱	刚	30.24	33	浦东陆家嘴	后台开发	2013/04/22
冯	新海	48.7	37	浦东陆家嘴	后台开发	2015/07/16
郑	建	9.82	21	浦东张江	前端开发	2018/02/26
陆	建刚	16.72	43	海淀五道口	云平台管理	2008/03/21
黄	琴	41.84	30	南京雨花台	UI设计	2006/02/25
张	正	9.98	47	深圳南山	前端开发	2021/06/09
祝	宁	57.61	31	深圳南山	DBA	2013/04/23
柳	炜	30.23	39	南京雨花台	DBA	2002/12/08
蒋	海波	23.37	49	浦东陆家嘴	前端开发	2011/06/13
郑	子轩	56.3	35	浦东张江	前端开发	2021/07/14
张	新力	0.65	24	浦东陆家嘴	前端开发	2016/07/02
汤	茹云	9.41	38	海淀五道口	DBA	2018/11/03
谢	旭东	31.73	21	浦东陆家嘴	后台开发	2010/09/11
许	国贤	10.6	40	浦东张江	云平台管理	2006/09/07
顾	波	3.45	24	浦东陆家嘴	UI设计	2011/04/27
杜	建	14.13	48	海淀五道口	产品经理	2013/01/22
曹	思聪	48.42	50	海淀五道口	产品经理	2020/02/15
陆	琴	14.82	27	浦东张江	UI设计	2020/12/01
鲁	旭	45.38	20	海淀五道口	UI设计	2021/05/10
何	捷	5.62	26	浦东张江	云平台管理	2014/10/04
李	新力	15.21	45	海淀五道口	系统管理	2022/12/10
钱	建	50.49	47	浦东陆家嘴	存储管理	2005/02/12
郑	伟敏	59.32	26	浦东陆家嘴	UI设计	2019/02/09
肖	茵	57.66	49	海淀五道口	UI设计	2019/08/10
华	阳	1.45	35	深圳南山	产品经理	2022/03/20
吴	勇	36.39	41	海淀五道口	产品经理	2019/11/24
郭	爱国	41.83	47	南京雨花台	存储管理	2011/06/06
赵	捷	3.2	43	海淀五道口	UI设计	2021/04/14
肖	吉祥	26.59	38	海淀五道口	后台开发	2022/08/13
肖	琴	59.53	32	海淀五道口	后台开发	2020/04/23
陆	宇进	31.64	23	海淀五道口	UI设计	2013/12/02
袁	明	24.65	48	南京雨花台	DBA	2011/09/05
何	美雅	7.31	34	南京雨花台	系统管理	2019/05/14
华	健林	38.55	25	南京雨花台	云平台管理	2015/01/25
朱	健	53.5	49	浦东张江	系统管理	2010/08/03
陈	茹云	10.4	29	深圳南山	后台开发	2022/10/11
周	炜	53.57	26	南京雨花台	系统管理	2002/02/22
林	健林	11.3	29	深圳南山	存储管理	2010/01/14
陆	朝晖	43.41	31	浦东张江	UI设计	2020/01/02
叶	丽	32.65	37	浦东陆家嘴	云平台管理	2013/09/22
唐	朝晖	42.52	48	浦东张江	产品经理	2009/01/13
王	鑫	53.1	37	浦东陆家嘴	系统管理	2002/10/14
冯	爱国	9.83	49	海淀五道口	DBA	2001/11/17
岳	欣	44.4	25	南京雨花台	后台开发	2016/05/10
薛	刚	32.94	29	海淀五道口	DBA	2018/03/15
马	健	40.22	38	浦东陆家嘴	存储管理	2021/09/27
戴	伟敏	11.43	23	海淀五道口	系统管理	2004/03/06
黄	思华	46.63	27	浦东张江	存储管理	2018/10/17
冯	晨	53.49	26	浦东陆家嘴	系统管理	2006/10/18
吴	彪	17.81	28	深圳南山	系统管理	2004/07/03
李	琦	20.54	40	浦东陆家嘴	系统管理	2010/04/13
邹	丹丹	19.88	50	海淀五道口	云平台管理	2011/04/19
张	炜	17.59	25	浦东张江	前端开发	2014/11/23
杜	捷	0.88	33	海淀五道口	UI设计	2018/07/08
戴	一涵	39.22	50	深圳南山	系统管理	2006/09/08
齐	波	18.52	34	海淀五道口	DBA	2022/02/08
郭	欣	52.45	22	浦东陆家嘴	系统管理	2012/01/13
祝	欣	34.76	46	深圳南山	DBA	2014/12/05
徐	茵	43.55	39	海淀五道口	存储管理	2003/01/27
竺	磊	58.54	40	南京雨花台	UI设计	2017/09/06
柳	晨	37.35	41	深圳南山	存储管理	2020/03/15
陆	明	57.67	20	海淀五道口	后台开发	1999/01/01
徐	国贤	29.43	37	浦东陆家嘴	系统管理	2003/06/20
叶	勇	25.29	25	浦东张江	UI设计	2015/06/28
舒	子轩	16.63	39	浦东张江	DBA	2005/05/12
戴	聪	21.76	21	浦东张江	DBA	2005/12/22
涂	华世	1.7	42	浦东张江	系统管理	2012/10/22
孙	倩	57.63	48	南京雨花台	后台开发	2006/10/10
严	勇	36.9	46	浦东张江	存储管理	2010/09/20
鲁	军	39.32	47	深圳南山	UI设计	2018/06/25
严	松涛	38.67	43	海淀五道口	存储管理	2001/11/13
李	丹丹	42.28	37	浦东陆家嘴	后台开发	2016/01/20
蒋	伟敏	30.67	32	南京雨花台	系统管理	2007/10/02
黄	心愿	30.62	24	深圳南山	云平台管理	2013/04/16
齐	一涵	45.1	26	浦东张江	DBA	2011/01/07
杨	丽亚	18.22	40	南京雨花台	后台开发	2013/11/05
姜	鑫	29.73	33	深圳南山	系统管理	2011/10/06
石	建刚	10.97	41	南京雨花台	后台开发	2011/11/16
孔	薇亚	20.43	31	深圳南山	系统管理	2012/05/17
徐	旭	32.46	34	海淀五道口	云平台管理	2009/01/16
魏	倩	27.22	33	浦东张江	产品经理	2022/08/25
刘	勇	11.83	40	浦东陆家嘴	系统管理	1998/07/19
彭	爱国	8.76	42	深圳南山	系统管理	2020/11/23
夏	朝晖	55.63	43	南京雨花台	产品经理	2016/02/16
钱	健	31.35	40	深圳南山	系统管理	2007/06/28
叶	明	52.27	42	深圳南山	产品经理	2017/04/21
白	楠	34.48	41	浦东张江	后台开发	2009/05/22
石	宁	56.44	48	浦东张江	UI设计	2020/12/13
冯	强	44.97	34	浦东张江	后台开发	2001/11/19
舒	腾	52.53	32	浦东张江	存储管理	2022/12/17
徐	吉祥	37.93	23	海淀五道口	产品经理	2012/06/14
边	思聪	4.0	32	海淀五道口	UI设计	1998/02/10
柳	旭东	25.25	36	海淀五道口	云平台管理	2009/03/21
林	宁	12.96	37	深圳南山	云平台管理	2002/10/28
薛	楠	38.26	41	深圳南山	云平台管理	2010/12/26
谢	强	7.37	44	南京雨花台	后台开发	2001/04/22
何	华世	28.36	33	海淀五道口	系统管理	2017/10/01
郑	新力	29.4	47	南京雨花台	存储管理	2012/05/20
陆	彪	1.35	32	浦东张江	存储管理	2001/11/18
竺	晨	52.98	48	浦东陆家嘴	产品经理	2009/09/01
许	晨	12.1	48	深圳南山	DBA	2013/09/01
曹	琦	57.44	20	浦东张江	系统管理	2019/10/19
杜	美雅	51.2	50	海淀五道口	云平台管理	2008/08/08
吴	旭东	13.47	27	深圳南山	产品经理	2007/07/08
刘	晨	38.97	26	南京雨花台	前端开发	2017/09/22
祝	捷	47.84	22	海淀五道口	前端开发	2005/05/09
边	磊	3.7	28	深圳南山	前端开发	2022/08/07
魏	吉祥	14.92	21	海淀五道口	云平台管理	2022/10/04
薛	倩	8.34	31	浦东陆家嘴	UI设计	2012/09/22
朱	阳	24.62	49	南京雨花台	存储管理	2018/02/02
卢	鑫	7.2	39	南京雨花台	系统管理	2005/02/03
边	楠	23.45	45	浦东陆家嘴	系统管理	2020/10/20
徐	松涛	54.2	26	海淀五道口	系统管理	2006/03/24
郭	为民	42.98	32	浦东陆家嘴	云平台管理	2011/09/16
严	丽亚	16.1	43	深圳南山	DBA	2011/10/12
姜	东	22.92	48	深圳南山	系统管理	2020/11/06
柳	琴	51.35	44	海淀五道口	前端开发	2014/03/17
竺	丽亚	0.47	27	南京雨花台	UI设计	2006/05/23
张	国贤	60.37	22	深圳南山	后台开发	2008/12/22
卢	旭东	58.67	27	浦东陆家嘴	后台开发	1998/11/27
边	茉莉	51.5	21	南京雨花台	前端开发	1998/02/17
杨	倩	32.7	24	南京雨花台	前端开发	2008/05/27
石	刚	22.5	48	南京雨花台	UI设计	2016/02/02
廖	刚	17.68	34	浦东陆家嘴	后台开发	2009/05/04
王	磊	53.54	26	浦东张江	产品经理	2003/02/12
孙	欣	8.18	49	深圳南山	后台开发	2012/12/05
吴	为民	28.44	27	南京雨花台	云平台管理	2007/04/03
冯	楠	6.87	48	浦东张江	后台开发	2021/04/02
顾	建刚	49.14	25	浦东陆家嘴	系统管理	2012/07/27
边	琦	41.94	37	深圳南山	后台开发	2011/09/13
姜	心愿	58.23	44	浦东张江	系统管理	2000/12/19
鲁	聪	51.11	20	深圳南山	存储管理	2013/04/08
马	海波	28.4	25	浦东陆家嘴	前端开发	2006/10/21
周	欣	45.62	31	深圳南山	UI设计	2022/01/08
顾	强	24.45	21	南京雨花台	存储管理	2010/09/01
夏	一涵	2.21	30	海淀五道口	DBA	2016/02/14
牛	思聪	5.5	32	浦东陆家嘴	前端开发	2002/06/19
石	国贤	46.83	25	浦东陆家嘴	云平台管理	1998/11/12
谢	飞	52.33	48	海淀五道口	系统管理	2016/05/05
郭	刚	11.9	31	海淀五道口	存储管理	2015/07/05
许	为民	39.86	48	浦东陆家嘴	前端开发	2016/07/11
魏	华健	31.49	40	深圳南山	云平台管理	2007/11/13
廖	晨	1.44	33	浦东陆家嘴	存储管理	2015/12/12
叶	娟	22.56	30	南京雨花台	系统管理	2011/05/07
